,Unnamed: 0,place,review,date,location,emotions,keywords
733,733,Фабрика качества,"Манты с курицей и картошкой рекомендую, очень вкусно",31 августа,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('курицей картошкой рекомендую', 0.852), ('манты курицей картошкой', 0.8286), ('картошкой рекомендую', 0.814), ('манты курицей', 0.8111), ('картошкой рекомендую очень', 0.809)]]"
734,734,Фабрика качества,"Мне очень нравится магазин Фабрика качества, товар всегда свежий, продавцы вежливые, что не скажешь о продавцах с кулинарного отдела. Я не была в том отделе давно, недавно зашла туда, ну ничего не изменилось.",2 июня,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('вежливые скажешь продавцах', 0.6372), ('очень нравится магазин', 0.6338), ('продавцы вежливые скажешь', 0.6283), ('недавно зашла', 0.6091), ('свежий продавцы вежливые', 0.6034)]]"
735,735,Фабрика качества,Не плохо,20 мая,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('плохо', 0.929)]]"
736,736,Фабрика качества,Вкусные сосиски и пирожные и слойки,17 мая,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['NEUTRAL'],"[[('вкусные сосиски пирожные', 0.9174), ('сосиски пирожные слойки', 0.897), ('вкусные сосиски', 0.8886), ('сосиски пирожные', 0.8642), ('пирожные слойки', 0.8232)]]"
737,737,Фабрика качества,"Отличный магазин, всегда все свежее! 
Очень приветливые продавцы, всегда посоветуют",12 мая,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('отличный магазин свежее', 0.7768), ('свежее очень приветливые', 0.763), ('приветливые продавцы посоветуют', 0.7544), ('очень приветливые продавцы', 0.7499), ('очень приветливые', 0.7379)]]"
738,738,Фабрика качества,Зашла и вышла. Не впечатлил магазин,9 мая,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['NEGATIVE'],"[[('зашла вышла впечатлил', 0.9037), ('вышла впечатлил магазин', 0.8929), ('зашла вышла', 0.8441), ('вышла впечатлил', 0.8389), ('впечатлил магазин', 0.8286)]]"
739,739,Фабрика качества,"Кошмар😱😱обманывают по весу на 100-200 гр, на деньги весомо, чек не дают!!!!! Покупка нигде не отображается!!!!! Когда пришла вернуть деньги за покупку кг колбасы, т.к. там не было 1 кг, и одну селедку, пришлось в магните перевесить, то на мое удивление, моя покупка нигде не отобразилась!!! Это как вообще??? Прошу принять меры руководства магазина!",27 апреля,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['NEGATIVE'],"[[('покупка нигде отобразилась', 0.4579), ('покупка нигде', 0.4388), ('покупка нигде отображается', 0.4375), ('дают покупка нигде', 0.4282), ('нигде отображается пришла', 0.4257)]]"
740,740,Фабрика качества,"Всегда все свежее проходимость покупателей большая, 
Приветливые продавцы.",6 апреля,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('свежее проходимость покупателей', 0.838), ('проходимость покупателей большая', 0.8352), ('покупателей большая приветливые', 0.8287), ('большая приветливые продавцы', 0.8166), ('проходимость покупателей', 0.7994)]]"
741,741,Фабрика качества,"Вежливый персонал, вкусные полуфабрикаты, мясная продукция тоже хорошая. В целом суперский магазин. Если интересуетесь продукцией «фабрика качества» то вам сюда!",30 марта,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('продукцией фабрика качества', 0.7783), ('интересуетесь продукцией фабрика', 0.7491), ('продукцией фабрика', 0.7343), ('хорошая целом суперский', 0.7339), ('фабрика качества сюда', 0.7169)]]"
742,742,Фабрика качества,"Недолюбливаю эту сеть магазинов, не знаю по чему.",3 марта,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['NEUTRAL'],"[[('недолюбливаю сеть магазинов', 0.8838), ('магазинов знаю чему', 0.8561), ('сеть магазинов знаю', 0.8459), ('магазинов знаю', 0.8321), ('сеть магазинов', 0.7952)]]"
743,743,Фабрика качества,"С детства хожу в этот магазин, сотрудницы приятны в общении, вид мяса очень разнообразный, а самое главное все свежее и натуральное!!",5 февраля,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('детства хожу магазин', 0.7825), ('главное свежее', 0.7525), ('разнообразный самое главное', 0.7488), ('самое главное свежее', 0.7452), ('главное свежее натуральное', 0.7444)]]"
744,744,Фабрика качества,"Отличный персонал. Всегда дружелюбные девушки помогут с выбором. Даже если большая очередь, быстро всех обслужит. Всегда всё свежее.",14 января,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('дружелюбные девушки помогут', 0.7694), ('персонал дружелюбные девушки', 0.7523), ('девушки помогут выбором', 0.7407), ('очередь быстро обслужит', 0.7328), ('отличный персонал дружелюбные', 0.7244)]]"
745,745,Фабрика качества,"Вежливый персонал,цены радуют ,всегда свежие и вкусные продукты.",29 декабря 2022,"POLYGON ((49.9863763 53.0911502, 49.9865712 53.0910779, 49.9866091 53.0911148, 49.9866444 53.0911017, 49.9867171 53.0911724, 49.9867417 53.0911633, 49.9867777 53.0911983, 49.9866901 53.0912307, 49.986726 53.0912657, 49.9865914 53.0913156, 49.9865523 53.0912775, 49.9864861 53.091302, 49.9863804 53.0911992, 49.9864139 53.0911867, 49.9863763 53.0911502))",['POSITIVE'],"[[('вежливый персонал цены', 0.852), ('цены радуют свежие', 0.8134), ('свежие вкусные продукты', 0.7935), ('персонал цены радуют', 0.7615), ('вежливый персонал', 0.7589)]]"
746,746,Fantasy,Хорошая хороший персонал хорошо делают своё дело.,19 сентября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('хорошая хороший персонал', 0.9065), ('хороший персонал делают', 0.9048), ('хороший персонал', 0.8694), ('хорошая хороший', 0.8498), ('хорошая', 0.8306)]]"
747,747,Fantasy,С открытием салона постоянно задерживаются на 5 - 10 минут. Во время стрижки придётся послушать всякие новости или сплетни. Работу свою делают хорошо.,10 августа 2021,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('постоянно задерживаются минут', 0.8039), ('салона постоянно задерживаются', 0.7616), ('постоянно задерживаются', 0.7582), ('задерживаются минут', 0.7522), ('задерживаются минут время', 0.7417)]]"
748,748,Wildberries,"Быстро, комфортно, вежливо🙂",5 декабря,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('быстро комфортно вежливо', 0.9649), ('быстро комфортно', 0.9185), ('комфортно вежливо', 0.9141), ('комфортно', 0.8466), ('быстро', 0.7813)]]"
749,749,Wildberries,"Счастливые девчонки, выдают товар",9 октября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('девчонки выдают товар', 0.9418), ('счастливые девчонки выдают', 0.9317), ('счастливые девчонки', 0.8821), ('девчонки выдают', 0.8794), ('счастливые', 0.7889)]]"
750,750,Wildberries,"Вежливый персонал, приветливые сотрудники",3 октября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('вежливый персонал приветливые', 0.9109), ('персонал приветливые сотрудники', 0.908), ('приветливые сотрудники', 0.8943), ('вежливый персонал', 0.8718), ('персонал приветливые', 0.822)]]"
751,751,Wildberries,"Пункт маленький, тесновато. Девочки на выдаче молодцы, очень шустро работают.",28 сентября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('пункт маленький тесновато', 0.8249), ('маленький тесновато девочки', 0.8039), ('маленький тесновато', 0.7968), ('пункт маленький', 0.782), ('тесновато девочки выдаче', 0.7713)]]"
752,752,Wildberries,"Отличный, чистый пункт, вежливый персонал",28 июня,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('чистый пункт вежливый', 0.8891), ('отличный чистый пункт', 0.8765), ('отличный чистый', 0.8692), ('пункт вежливый персонал', 0.8166), ('отличный', 0.8129)]]"
753,753,Wildberries,"Приветливые девушки на выдаче, 
просторные примерочные кабинки, обслуживание быстрое.
Хороший пункт, рекомендую",13 апреля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('девушки выдаче просторные', 0.8075), ('приветливые девушки выдаче', 0.8074), ('приветливые девушки', 0.7973), ('обслуживание быстрое хороший', 0.7754), ('быстрое хороший пункт', 0.7659)]]"
754,754,Wildberries,"Пункт просто потрясный! Девочки работают замечательные, приветливые, добрые. Я после операции теперь немая, но меня девушки сразу понимают.Примерочные супер. Спасибо вам за всё, солнышки!",1 января,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('понимают примерочные супер', 0.7382), ('потрясный девочки работают', 0.736), ('просто потрясный девочки', 0.7345), ('спасибо всё солнышки', 0.7312), ('потрясный девочки', 0.7071)]]"
755,755,Wildberries,Красивые сотрудники,13 декабря 2022,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('красивые сотрудники', 1.0), ('сотрудники', 0.866), ('красивые', 0.86)]]"
756,756,Красное&Белое,"Продавцы хамят, постоянно всё заставленно, ужасно долгое ожидание на кассе.",17 ноября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEGATIVE'],"[[('продавцы хамят постоянно', 0.8308), ('продавцы хамят', 0.7981), ('долгое ожидание кассе', 0.7655), ('хамят постоянно всё', 0.7484), ('хамят постоянно', 0.7365)]]"
757,757,Красное&Белое,Хорошее кб у меня там подра работает все на ее руках держится заезжаем туда когда на лясиках катаемся покупаем энергосик шоколадки жалко рядом норм лавки нет чтоб присесть исправте,17 октября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('рядом норм лавки', 0.7157), ('шоколадки жалко рядом', 0.7128), ('лясиках катаемся покупаем', 0.6933), ('работает руках держится', 0.6907), ('подра работает руках', 0.69)]]"
758,758,Красное&Белое,"После того как сменился персонал, отвратительное место. Вымещают свое плохое настроение на покупателях. Никогда не спрашивают карту. Хамят. Я уже не говорю о том что улыбнуться даже не могут. Выходишь оттуда, как будто ведро помоев на тебя вылили. Магазин стал грязный. Заходить неприятно, а тем более брезгливо что то покупать. Жаль такой хороший магазин был.",3 октября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEGATIVE'],"[[('вымещают свое плохое', 0.4699), ('плохое настроение покупателях', 0.4695), ('отвратительное место вымещают', 0.4612), ('настроение покупателях спрашивают', 0.4429), ('настроение покупателях', 0.4361)]]"
759,759,Красное&Белое,"Очень вежливые продавцы,еда вся оч вкусная",23 сентября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('очень вежливые продавцы', 0.8833), ('очень вежливые', 0.807), ('вежливые продавцы', 0.785), ('вся оч вкусная', 0.7808), ('еда вся оч', 0.7766)]]"
760,760,Красное&Белое,"Отличные,вежливые продавцы, всегда посещаю",13 сентября,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('вежливые продавцы посещаю', 0.9121), ('отличные вежливые продавцы', 0.8696), ('продавцы посещаю', 0.844), ('вежливые продавцы', 0.8104), ('отличные вежливые', 0.7723)]]"
761,761,Красное&Белое,Плохой запах прям со входа вдариваетв лицо))),31 августа,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEUTRAL'],"[[('плохой запах прям', 0.8458), ('запах прям входа', 0.8297), ('плохой запах', 0.815), ('входа вдариваетв лицо', 0.8028), ('плохой', 0.7593)]]"
762,762,Красное&Белое,Очень хорошо уютно. Всегда приветливые и отзывчивые продавцы. Товара очень большой ассортимент. Удобно что рядом с домом.,16 июля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('продавцы товара очень', 0.7453), ('очень уютно приветливые', 0.7153), ('очень большой ассортимент', 0.708), ('отзывчивые продавцы товара', 0.7072), ('отзывчивые продавцы', 0.6963)]]"
763,763,Красное&Белое,"Продавцы консультанты хорошие, выбор большой, много скидок но очень мало места.",18 июня,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEUTRAL'],"[[('продавцы консультанты хорошие', 0.8247), ('консультанты хорошие выбор', 0.8121), ('консультанты хорошие', 0.7783), ('хорошие выбор большой', 0.7552), ('продавцы консультанты', 0.7424)]]"
764,764,Красное&Белое,"Неудобное расположение товара,отсутствие ценников на некоторый трвар",5 июня,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEUTRAL'],"[[('отсутствие ценников некоторый', 0.9002), ('ценников некоторый трвар', 0.8739), ('товара отсутствие ценников', 0.8647), ('отсутствие ценников', 0.8318), ('неудобное расположение товара', 0.8205)]]"
765,765,Красное&Белое,Все на 100 баллов,27 апреля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('баллов', 0.8408)]]"
766,766,Красное&Белое,"Товар свежий, персонал адекватный.",3 апреля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('товар свежий персонал', 0.9108), ('свежий персонал адекватный', 0.9027), ('товар свежий', 0.8666), ('свежий персонал', 0.8485), ('персонал адекватный', 0.8018)]]"
767,767,Красное&Белое,Вежливость,1 марта,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['NEUTRAL'],"[[('вежливость', 1.0)]]"
768,768,Красное&Белое,На высоте),14 февраля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('высоте', 0.902)]]"
769,769,Красное&Белое,"В целом этот магазин не плохой, обслуживание быстрое, но иногда зависает терминал, персонал хороший, выбор товара не большой, но подойдёт почти всем. Качестно всегда в годности, помещение среднее.",5 февраля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('целом магазин плохой', 0.717), ('годности помещение среднее', 0.7024), ('качестно годности помещение', 0.6974), ('большой подойдёт всем', 0.6868), ('всем качестно годности', 0.6857)]]"
770,770,Красное&Белое,"Магазин удобно размещён. Есть еда первой необходимости. Относительно других магазинов цены на некоторые товары ненамного, но пониже.качество товаров хорошее.",1 февраля,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('магазинов цены некоторые', 0.7714), ('относительно других магазинов', 0.7648), ('магазин удобно размещён', 0.7484), ('других магазинов цены', 0.7381), ('удобно размещён еда', 0.7271)]]"
771,771,Красное&Белое,"Девушки работают просто замечательные. Всегда помогут, посоветуют. Всегда всё есть, на любой вкус. Я после операции теперь немая, так девочки меня понимают с полуслова. Спасибо вам, золотки 😘! Всегда чистота, хлеб свежий. Замечательный магазин и персонал!",1 января,"POLYGON ((49.9839692 53.0920007, 49.9841643 53.0919284, 49.9842022 53.0919653, 49.9842374 53.0919523, 49.98431 53.092023, 49.9843348 53.0920138, 49.9843709 53.0920489, 49.9842832 53.0920814, 49.9843191 53.0921163, 49.9841846 53.0921661, 49.9841454 53.092128, 49.9840791 53.0921526, 49.9839734 53.0920497, 49.9840069 53.0920373, 49.9839692 53.0920007))",['POSITIVE'],"[[('полуслова спасибо золотки', 0.5893), ('чистота хлеб свежий', 0.5551), ('понимают полуслова спасибо', 0.5519), ('спасибо золотки', 0.5455), ('любой вкус операции', 0.5452)]]"
